PMX Bone Weight
0.08,17.15,-0.45,0.4131596,-0.1303751,-0.9012726,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,17.14,-0.47,0.004119999,-0.1833247,-0.9830317,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.07834,16.99612,-0.4478663,0.3593554,0.0253914,-0.9328288,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0.16,17.16,-0.41,0.6546831,-0.07086398,-0.7525254,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.32,17.26,0.06,0.8148442,-0.02639851,0.5790582,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.21,17.26,0.17,0.5783257,0.01147496,0.8156987,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1,17.26,0.22,0.3215735,0.02575762,0.9465011,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,17.26,0.24,-0.001495407,0.03057955,0.9995117,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.38,17.26,-0.07,0.9935301,-0.04519791,0.1040681,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.36,17.24,-0.14,0.9494308,-0.03665273,-0.3118076,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.31,17.23,-0.23,0.8537858,-0.01525925,-0.5203711,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.24,17.19,-0.33,0.7681814,-0.03082369,-0.6394543,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.08,17.15,-0.45,-0.407178,-0.1542711,-0.9002045,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.16,17.17,-0.4,-0.6679586,-0.08191168,-0.7396466,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.37,17.26,-0.07,-0.991699,-0.06167791,0.1127659,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.32,17.26,0.06,-0.8175299,-0.04278695,0.5742668,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.36141,17.12962,-0.07383621,-0.9905087,0.131016,0.04113895,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
-0.21,17.26,0.17,-0.5776238,-0.0008545183,0.8162786,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.1,17.26,0.22,-0.3243507,0.01992859,0.9457076,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.3561116,17.24,-0.14,-0.9552904,-0.0487991,-0.2915128,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.31,17.23,-0.23,-0.8537858,-0.01525925,-0.5203711,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.23,17.2,-0.32,-0.7663198,-0.02575762,-0.6419263,éÒ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.30797,17.14115,0.05120393,0.8364513,0.1235389,0.5338908,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
-0.33332,17.11333,-0.1687561,-0.9136631,0.06491287,-0.4012268,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
-0.27966,17.02968,-0.2757061,-0.79223,0.08032472,-0.6048769,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
-0.30797,17.14115,0.05120384,-0.8358409,0.1371197,0.5315104,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0.09538,17.13956,0.2201239,0.3349406,0.1206702,0.9344462,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0,17.13481,0.2434939,-0.001709037,0.1335185,0.9910275,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0.33332,17.11333,-0.1687561,0.9125645,0.06158635,-0.4042177,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
-0.20743,17.14496,0.1638139,-0.5924863,0.1411176,0.7930845,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
-0.09538,17.13956,0.2201239,-0.3355205,0.1261635,0.9335307,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
-0.15812,17.00337,-0.4000761,-0.6125675,0.04800561,-0.788934,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0,16.99565,-0.4647061,-0.002533036,-0.003753777,-0.9999695,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0.36141,17.12962,-0.07383607,0.9925535,0.1142308,0.04199347,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0.20743,17.14496,0.1638139,0.5905637,0.1308023,0.796289,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0.27966,17.02968,-0.2757061,0.79223,0.08032472,-0.6048769,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
-0.07834,16.99612,-0.4478661,-0.3569445,0.02835169,-0.9336833,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0.15812,17.00337,-0.4000761,0.6125675,0.04800561,-0.788934,éÒ,è„îºêg2,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0.5142466,19.5333,-0.6550564,0.3776504,0.7979676,-0.4697104,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5197246,19.40001,-0.8702277,0.326049,0.6859756,-0.650484,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,18.95896,-1.181827,-2.816104E-09,0.2568637,-0.9664476,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2468635,18.95896,-1.158832,0.1401257,0.2406216,-0.960451,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5360247,18.95065,-1.096912,0.3686278,0.2226206,-0.9025262,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,18.46991,-1.205514,-2.515267E-09,-0.1936822,-0.9810644,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2478849,18.57552,-1.190558,0.2109448,-0.1796471,-0.9608483,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.536231,18.64736,-1.116225,0.3499487,-0.1579953,-0.9233489,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,18.03077,-1.164423,0,0.4252927,-0.905056,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.224251,18.07047,-1.006309,0.553331,0.08013878,-0.8290974,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,17.65524,-1.257788,5.314602E-09,-0.5649253,-0.8251421,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2402094,17.63038,-1.127171,0.3573424,-0.2555067,-0.8983444,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.456794,17.72112,-1.070698,0.3652137,-0.07725682,-0.9277124,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,17.12753,-0.9341963,8.315623E-09,-0.933697,-0.3580639,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2376173,17.22362,-0.892826,0.5848074,-0.766083,-0.2666779,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4439344,17.35865,-0.8481289,0.5742661,-0.7812798,-0.2445818,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.8591168,19.31495,-0.4965332,0.8638777,0.4335934,-0.2563442,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9522749,18.88964,-0.5340543,0.9913858,0.06556124,-0.1133845,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9497989,18.92914,-0.2641953,0.9996281,0.005004297,0.02681036,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.8967927,18.56513,-0.8012928,0.9672123,-0.0900818,-0.2374567,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9302388,18.49644,-0.5134832,0.9898902,-0.1364611,-0.03867649,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9035191,18.48545,-0.2931536,0.9784845,-0.1656378,0.1230136,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
